"Month_Year","Assembly_District","Democrat","Green","Independent","Libertarian","Natural Law","Non-Partisan","Other","Republican"
"3.19","Assembly Dist. 35",17561,1979,47,227,500,0,11642,14156
"3.19","Assembly Dist. 36",11962,2698,74,168,460,5,8855,20670
"3.19","Assembly Dist. 37",14839,1671,41,202,303,0,8160,14654
"3.19","Assembly Dist. 38",8113,2452,58,188,513,2,7396,21499
"3.19","Assembly Dist. 39",11253,2571,88,147,580,8,8515,26342
"3.19","Assembly Dist. 40",11732,1974,71,229,479,4,7191,18225
"3.19","Assembly Dist. 41",15098,1667,54,192,441,0,9010,12076
"3.19","Assembly Dist. 42",12155,1045,51,195,245,0,6325,6369
"1.18","Assembly Dist. 01",17217,53,1611,280,0,7988,261,10719
"1.18","Assembly Dist. 02",13180,52,1663,351,0,8526,185,15209
"1.18","Assembly Dist. 03",13829,58,1012,232,0,6452,342,6332
"1.18","Assembly Dist. 04",15385,73,1891,443,0,8877,247,15320
"1.18","Assembly Dist. 05",13448,62,1365,296,0,7126,224,10840
"1.18","Assembly Dist. 06",17031,56,735,148,0,6018,698,2584
"1.18","Assembly Dist. 07",17464,88,1059,177,0,6713,371,5742
"1.18","Assembly Dist. 08",13617,63,1294,298,0,7774,239,8480
"1.18","Assembly Dist. 09",15333,66,1677,400,0,9570,247,12013
"1.18","Assembly Dist. 10",12598,66,1029,245,0,5858,297,6193
"1.18","Assembly Dist. 11",11389,60,628,160,0,5079,421,2535
"1.18","Assembly Dist. 12",15960,61,1417,274,0,7838,319,10584
"1.18","Assembly Dist. 13",13007,43,1807,347,0,8068,192,15896
"1.18","Assembly Dist. 14",13761,70,842,176,0,6274,431,4557
"1.18","Assembly Dist. 15",14556,89,1171,257,0,6708,484,5657
"1.18","Assembly Dist. 16",13394,78,1115,350,0,7659,672,5424
"1.18","Assembly Dist. 17",17386,71,1285,257,0,7674,331,7846
"1.18","Assembly Dist. 18",15186,90,1324,309,0,8039,464,7402
"1.18","Assembly Dist. 19",12230,55,1878,279,0,7797,270,13930
"1.18","Assembly Dist. 20",14510,87,1380,336,0,7543,389,8654
"1.18","Assembly Dist. 21",13190,68,1525,319,0,7331,223,10829
"1.18","Assembly Dist. 22",14249,53,1984,382,0,9038,197,16587
"1.18","Assembly Dist. 23",14300,54,2437,404,0,9471,204,21153
"1.18","Assembly Dist. 24",14268,243,1383,522,5,7624,492,7122
"1.18","Assembly Dist. 25",14485,125,1941,522,8,8245,362,18853
"1.18","Assembly Dist. 26",13842,126,2033,555,10,8942,368,20508
"1.18","Assembly Dist. 27",13533,148,1623,455,11,7475,359,10939
"1.18","Assembly Dist. 28",11589,35,632,155,0,4834,342,2703
"1.18","Assembly Dist. 29",14669,68,1751,375,0,8636,248,13286
"1.18","Assembly Dist. 30",12597,111,1488,371,7,6415,326,9889
"1.18","Assembly Dist. 31",13087,113,1865,480,9,7393,274,15579
"1.18","Assembly Dist. 32",8374,54,1694,343,11,6166,207,17181
"1.18","Assembly Dist. 33",5653,16,1674,333,3,5657,102,16657
"1.18","Assembly Dist. 34",14915,67,1407,320,0,7494,280,10070
"1.18","Assembly Dist. 35",16258,58,1820,457,0,10543,237,13257
"1.18","Assembly Dist. 36",11410,80,2562,432,4,7985,177,18888
"1.18","Assembly Dist. 37",14792,53,1725,296,0,7787,222,14498
"1.18","Assembly Dist. 38",7938,67,2319,427,2,6611,170,19734
"1.18","Assembly Dist. 39",10707,93,2451,527,9,7445,132,24281
"1.18","Assembly Dist. 40",10764,83,1860,404,4,6255,219,16621
"1.18","Assembly Dist. 41",14517,70,1595,382,0,8433,226,11447
"1.18","Assembly Dist. 42",12114,58,1069,246,0,6032,224,6123
"1.19","Assembly Dist. 01",18660,47,1673,315,0,8843,260,11573
"1.19","Assembly Dist. 02",14179,47,1745,371,0,9279,170,16008
"1.19","Assembly Dist. 03",14532,55,1060,239,0,6959,263,6607
"1.19","Assembly Dist. 04",16800,60,1991,472,0,10038,231,16780
"1.19","Assembly Dist. 05",14166,51,1446,344,0,7808,205,11487
"1.19","Assembly Dist. 06",18030,36,875,185,0,6523,536,2767
"1.19","Assembly Dist. 07",18792,58,1171,208,0,7589,353,6239
"1.19","Assembly Dist. 08",14979,53,1398,363,0,8821,207,9358
"1.19","Assembly Dist. 09",17685,60,1901,473,0,11388,233,13781
"1.19","Assembly Dist. 10",13291,52,1093,267,0,6454,261,6447
"1.19","Assembly Dist. 11",12075,41,790,197,0,5726,335,2700
"1.19","Assembly Dist. 12",17386,51,1531,323,0,8985,284,11772
"1.19","Assembly Dist. 13",13788,38,1861,375,0,8725,194,17074
"1.19","Assembly Dist. 14",14358,56,944,184,0,6687,330,4812
"1.19","Assembly Dist. 15",15244,63,1235,296,0,7265,362,6029
"1.19","Assembly Dist. 16",14251,59,1327,393,0,8342,516,5678
"1.19","Assembly Dist. 17",19186,49,1412,308,0,8707,311,8548
"1.19","Assembly Dist. 18",16031,76,1361,341,0,8307,317,7887
"1.19","Assembly Dist. 19",12839,46,1914,299,0,8543,211,15274
"1.19","Assembly Dist. 20",15282,65,1441,355,0,7987,326,9008
"1.19","Assembly Dist. 21",13948,57,1656,372,0,8102,199,11502
"1.19","Assembly Dist. 22",15451,36,2084,432,0,10068,202,18069
"1.19","Assembly Dist. 23",15268,49,2551,462,0,10501,182,23037
"1.19","Assembly Dist. 24",15768,197,1518,543,5,8988,500,7927
"1.19","Assembly Dist. 25",15536,123,2031,540,9,9190,349,19676
"1.19","Assembly Dist. 26",15190,113,2193,644,7,10378,372,21748
"1.19","Assembly Dist. 27",14486,140,1675,475,11,8487,356,11428
"1.19","Assembly Dist. 28",12508,22,744,171,0,5582,268,2962
"1.19","Assembly Dist. 29",16046,61,1816,414,0,9531,241,14283
"1.19","Assembly Dist. 30",13688,114,1547,411,10,7429,317,10632
"1.19","Assembly Dist. 31",14062,100,1990,533,10,8305,299,16390
"1.19","Assembly Dist. 32",8653,47,1787,371,11,6865,194,18663
"1.19","Assembly Dist. 33",5767,21,1812,363,3,6271,114,17965
"1.19","Assembly Dist. 34",15805,61,1491,361,0,8152,236,10534
"1.19","Assembly Dist. 35",18532,48,2058,532,0,12202,246,15002
"1.19","Assembly Dist. 36",12096,76,2701,472,5,8909,170,20772
"1.19","Assembly Dist. 37",15571,46,1749,319,0,8568,205,15281
"1.19","Assembly Dist. 38",8080,59,2426,500,2,7339,181,21370
"1.19","Assembly Dist. 39",11261,87,2552,579,8,8453,145,26231
"1.19","Assembly Dist. 40",11736,72,1983,480,4,7161,228,18253
"1.19","Assembly Dist. 41",15961,65,1761,454,0,9523,212,12654
"1.19","Assembly Dist. 42",12847,55,1107,258,0,6700,213,6706
"1.19","Total",609814,2712,69401,15994,85,349680,11334,530914
"7.18","Assembly Dist. 01",17375,46,1595,286,0,8000,258,10908
"7.18","Assembly Dist. 02",13226,49,1608,350,0,8340,173,15066
"7.18","Assembly Dist. 03",13205,57,994,232,0,6029,272,6213
"7.18","Assembly Dist. 04",15457,65,1852,447,0,8792,238,15495
"7.18","Assembly Dist. 05",13253,52,1344,299,0,6927,210,10744
"7.18","Assembly Dist. 06",16522,38,754,151,0,5595,567,2505
"7.18","Assembly Dist. 07",17470,70,1059,181,0,6651,343,5862
"7.18","Assembly Dist. 08",13665,52,1300,306,0,7786,216,8603
"7.18","Assembly Dist. 09",15660,64,1688,425,0,9878,233,12471
"7.18","Assembly Dist. 10",12027,54,981,244,0,5563,245,6040
"7.18","Assembly Dist. 11",10945,42,688,164,0,4934,338,2459
"7.18","Assembly Dist. 12",16075,55,1439,301,0,7961,299,10895
"7.18","Assembly Dist. 13",12965,43,1775,351,0,8032,202,15997
"7.18","Assembly Dist. 14",13183,58,852,167,0,5883,332,4534
"7.18","Assembly Dist. 15",14125,68,1143,263,0,6323,375,5601
"7.18","Assembly Dist. 16",12450,61,1131,348,0,6978,503,5118
"7.18","Assembly Dist. 17",17359,51,1294,275,0,7612,304,7970
"7.18","Assembly Dist. 18",14596,78,1244,308,0,7366,335,7295
"7.18","Assembly Dist. 19",11874,44,1825,271,0,7555,216,14095
"7.18","Assembly Dist. 20",13848,70,1319,307,0,6982,318,8453
"7.18","Assembly Dist. 21",12979,62,1529,332,0,7289,209,10808
"7.18","Assembly Dist. 22",14341,44,1939,390,0,9083,201,16810
"7.18","Assembly Dist. 23",14312,51,2409,403,0,9483,194,21404
"7.18","Assembly Dist. 24",14646,210,1418,513,4,7884,467,7299
"7.18","Assembly Dist. 25",14743,116,1921,522,9,8435,352,18931
"7.18","Assembly Dist. 26",14184,117,2061,607,8,9268,351,20734
"7.18","Assembly Dist. 27",13718,142,1615,455,11,7697,355,10972
"7.18","Assembly Dist. 28",11523,24,653,150,0,4846,283,2766
"7.18","Assembly Dist. 29",14626,60,1675,376,0,8517,245,13335
"7.18","Assembly Dist. 30",12936,110,1473,375,7,6688,313,10055
"7.18","Assembly Dist. 31",13370,105,1914,490,8,7612,273,15603
"7.18","Assembly Dist. 32",8291,52,1701,347,11,6290,194,17707
"7.18","Assembly Dist. 33",5668,18,1738,355,3,5888,115,17243
"7.18","Assembly Dist. 34",14492,58,1396,322,0,7256,240,9954
"7.18","Assembly Dist. 35",16775,49,1873,485,0,10792,243,13668
"7.18","Assembly Dist. 36",11544,74,2563,448,5,8103,177,19611
"7.18","Assembly Dist. 37",14518,43,1646,287,0,7556,210,14455
"7.18","Assembly Dist. 38",8008,60,2365,463,2,6924,168,20517
"7.18","Assembly Dist. 39",10793,89,2467,525,8,7767,144,24824
"7.18","Assembly Dist. 40",11141,77,1888,434,3,6499,221,17249
"7.18","Assembly Dist. 41",14513,64,1600,403,0,8369,212,11589
"7.18","Assembly Dist. 42",11787,56,1024,237,0,5930,209,6158
"7.18","Total",564188,2798,64753,14595,79,311363,11353,498016
"10.18","1",18356,NA,1628,302,NA,8718,307,11457
"10.18","2",13912,NA,1700,356,NA,9023,214,15741
"10.18","3",14208,NA,1045,244,NA,6807,323,6567
"10.18","4",16374,NA,1925,462,NA,9724,294,16407
"10.18","5",13922,NA,1395,326,NA,7599,263,11336
"10.18","6",17736,NA,845,173,NA,6457,576,2736
"10.18","7",18480,NA,1130,202,NA,7540,413,6176
"10.18","8",14599,NA,1348,346,NA,8640,268,9150
"10.18","9",17084,NA,1817,453,NA,11019,285,13467
"10.18","10",12958,NA,1055,264,NA,6301,313,6348
"10.18","11",11854,NA,779,191,NA,5693,387,2674
"10.18","12",17000,NA,1491,315,NA,8773,346,11537
"10.18","13",13555,NA,1830,368,NA,8562,236,16822
"10.18","14",14072,NA,914,185,NA,6598,383,4771
"10.18","15",15121,NA,1220,288,NA,7171,431,5976
"10.18","16",14010,NA,1297,388,NA,8234,583,5534
"10.18","17",18598,NA,1379,300,NA,8532,358,8404
"10.18","18",15641,NA,1344,341,NA,8201,411,7761
"10.18","19",12606,NA,1883,297,NA,8340,257,15013
"10.18","20",14887,NA,1405,338,NA,7849,392,8846
"10.18","21",13726,NA,1593,351,NA,7923,264,11348
"10.18","22",15116,NA,2031,423,NA,9820,240,17744
"10.18","23",15024,NA,2492,451,NA,10201,231,22642
"10.18","24",15586,NA,1470,533,NA,8871,701,7868
"10.18","25",15334,NA,1989,529,NA,8993,488,19541
"10.18","26",14950,NA,2132,629,NA,10099,496,21510
"10.18","27",14310,NA,1644,464,NA,8325,509,11381
"10.18","28",12290,NA,723,166,NA,5555,294,2960
"10.18","29",15630,NA,1749,403,NA,9282,307,14080
"10.18","30",13483,NA,1525,399,NA,7260,444,10491
"10.18","31",13868,NA,1947,509,NA,8073,407,16244
"10.18","32",8567,NA,1733,366,NA,6700,250,18385
"10.18","33",5741,NA,1783,363,NA,6138,137,17708
"10.18","34",15441,NA,1455,359,NA,7944,297,10362
"10.18","35",17994,NA,1987,515,NA,11826,289,14599
"10.18","36",11948,NA,2655,468,NA,8700,253,20429
"10.18","37",15306,NA,1719,311,NA,8366,254,15061
"10.18","38",8011,NA,2391,487,NA,7196,234,21138
"10.18","39",11160,NA,2493,563,NA,8218,233,25908
"10.18","40",11579,NA,1922,464,NA,6965,302,18060
"10.18","41",15510,NA,1695,436,NA,9210,274,12388
"10.18","42",12599,NA,1083,260,NA,6590,268,6622
"10.18","No District",28,NA,3,0,NA,19,4,59
"10.18","Statewide",598174,NA,67644,15588,NA,342055,14216,523251
